frameNumber,"TDEP, 0.1 in","CVEL, m/h","TENS, lbf","CS, m/h" 
946,1156060.0,-640.239990234375,4995.0,640.239990234375
947,1156050.0,-640.239990234375,4995.0,640.239990234375
948,1156040.0,-635.5078735351562,4995.0,635.5078735351562
949,1156030.0,-635.5078735351562,4995.0,635.5078735351562
950,1156020.0,-635.508056640625,5045.00048828125,635.508056640625
951,1156010.0,-640.080078125,5055.0,640.080078125
952,1156000.0,-640.080078125,5055.0,640.080078125
953,1155990.0,-640.239990234375,5055.0,640.239990234375
954,1155980.0,-640.079833984375,4973.0,640.079833984375
955,1155970.0,-640.079833984375,4973.0,640.079833984375
956,1155960.0,-640.080078125,4870.0,640.080078125
957,1155950.0,-640.239990234375,4870.0,640.239990234375
958,1155940.0,-644.6520385742188,4791.0,644.6520385742188
959,1155930.0,-644.6520385742188,4791.0,644.6520385742188
960,1155920.0,-644.6520385742188,4712.00048828125,644.6520385742188
961,1155910.0,-640.239990234375,4712.00048828125,640.239990234375
962,1155900.0,-644.8131713867188,4660.0,644.8131713867188
963,1155890.0,-644.6517944335938,4637.0,644.6517944335938
964,1155880.0,-644.6517944335938,4637.0,644.6517944335938
965,1155870.0,-644.6520385742188,4637.0,644.6520385742188
966,1155860.0,-644.8131713867188,4591.0,644.8131713867188
967,1155850.0,-644.8131713867188,4591.0,644.8131713867188
968,1155840.0,-640.080078125,4525.0,640.080078125
969,1155830.0,-644.8131713867188,4525.0,644.8131713867188
970,1155820.0,-649.223876953125,4548.0,649.223876953125
971,1155810.0,-649.223876953125,4548.0,649.223876953125
972,1155800.0,-649.2240600585938,4619.0,649.2240600585938
973,1155790.0,-649.223876953125,4619.0,649.223876953125
974,1155780.0,-649.223876953125,4619.0,649.223876953125
975,1155770.0,-649.3862915039062,4619.0,649.3862915039062
976,1155760.0,-649.3865356445312,4599.0,649.3865356445312
977,1155750.0,-644.8131713867188,4599.0,644.8131713867188
978,1155740.0,-644.974365234375,4651.0,644.974365234375
979,1155730.0,-644.9744873046875,4751.0,644.9744873046875
980,1155720.0,-650.0944213867188,4621.888671875,650.0944213867188
981,1155710.0,-643.309326171875,4840.0654296875,643.309326171875
982,1155700.0,-634.3043212890625,5066.54541015625,634.3043212890625
983,1155690.0,-635.58740234375,5026.0,635.58740234375
984,1155680.0,-635.5875854492188,5027.0,635.5875854492188
985,1155670.0,-635.508056640625,4937.0,635.508056640625
986,1155660.0,-635.5078735351562,4937.0,635.5078735351562
987,1155650.0,-635.6669311523438,4945.00048828125,635.6669311523438
988,1155640.0,-635.508056640625,5006.0,635.508056640625
989,1155630.0,-630.93603515625,5006.0,630.93603515625
990,1155620.0,-635.6669311523438,5014.0,635.6669311523438
991,1155610.0,-635.5078735351562,4992.00048828125,635.5078735351562
992,1155600.0,-635.5078735351562,4992.00048828125,635.5078735351562
993,1155590.0,-635.508056640625,4992.00048828125,635.508056640625
994,1155580.0,-635.6669311523438,5030.0,635.6669311523438
995,1155570.0,-635.6669311523438,5106.0,635.6669311523438
996,1155560.0,-640.080078125,5106.0,640.080078125
997,1155550.0,-640.080078125,5106.0,640.080078125
998,1155540.0,-640.239990234375,5116.0,640.239990234375
999,1155530.0,-635.6669311523438,5060.0,635.6669311523438
1000,1155520.0,-640.079833984375,5060.0,640.079833984375
1001,1155510.0,-640.080078125,4982.0,640.080078125
1002,1155500.0,-640.239990234375,4931.0,640.239990234375
1003,1155490.0,-640.239990234375,4931.0,640.239990234375
1004,1155480.0,-640.080078125,4931.0,640.080078125
1005,1155470.0,-640.080078125,4877.0,640.080078125
1006,1155460.0,-640.239990234375,4839.0,640.239990234375
1007,1155450.0,-640.080078125,4839.0,640.080078125
1008,1155440.0,-644.6520385742188,4800.00048828125,644.6520385742188
1009,1155430.0,-644.6520385742188,4800.00048828125,644.6520385742188
1010,1155420.0,-640.239990234375,4766.0,640.239990234375
1011,1155410.0,-640.239990234375,4766.0,640.239990234375
1012,1155400.0,-644.6520385742188,4766.0,644.6520385742188
1013,1155390.0,-644.4907836914062,4715.0,644.4907836914062
1014,1155380.0,-644.4907836914062,4715.0,644.4907836914062
1015,1155370.0,-640.239990234375,4706.00048828125,640.239990234375
1016,1155360.0,-640.239990234375,4706.00048828125,640.239990234375
1017,1155350.0,-640.080078125,4706.00048828125,640.080078125
1018,1155340.0,-640.080078125,4706.00048828125,640.080078125
1019,1155330.0,-635.508056640625,4706.00048828125,635.508056640625
1020,1155320.0,-640.240234375,4670.0,640.240234375
1021,1155310.0,-640.240234375,4670.0,640.240234375
1022,1155300.0,-635.508056640625,4670.0,635.508056640625
1023,1155290.0,-640.079833984375,4646.0,640.079833984375
1024,1155280.0,-640.079833984375,4646.0,640.079833984375
1025,1155270.0,-635.6669311523438,4710.00048828125,635.6669311523438
1026,1155260.0,-630.93603515625,4710.00048828125,630.93603515625
1027,1155250.0,-635.508056640625,4817.0,635.508056640625
1028,1155240.0,-640.239990234375,4820.0,640.239990234375
1029,1155230.0,-644.6517944335938,4820.0,644.6517944335938
1030,1155220.0,-644.6520385742188,4762.0,644.6520385742188
1031,1155210.0,-640.239990234375,4722.0,640.239990234375
1032,1155200.0,-644.6520385742188,4722.0,644.6520385742188
1033,1155190.0,-644.6520385742188,4663.5,644.6520385742188
1034,1155180.0,-642.40625,4549.0,642.40625
1035,1155170.0,-643.1817626953125,4553.66650390625,643.1817626953125
1036,1155160.0,-642.3660888671875,4549.0,642.3660888671875
1037,1155150.0,-640.159912109375,4560.0,640.159912109375
1038,1155140.0,-643.5491333007812,4613.0,643.5491333007812
1039,1155130.0,-639.3526611328125,4849.80859375,639.3526611328125
1040,1155120.0,-627.9402465820312,4947.6669921875,627.9402465820312
1041,1155110.0,-626.5206298828125,4946.0,626.5206298828125
1042,1155100.0,-624.1563720703125,4985.0,624.1563720703125
1043,1155090.0,-624.9967041015625,5056.0,624.9967041015625
1044,1155080.0,-628.88671875,5127.0,628.88671875
1045,1155070.0,-633.38037109375,5166.0,633.38037109375
1046,1155060.0,-634.1421508789062,5155.33349609375,634.1421508789062
1047,1155050.0,-637.1382446289062,4987.0,637.1382446289062
1048,1155040.0,-635.6669311523438,4980.0,635.6669311523438
1049,1155030.0,-640.080078125,4980.0,640.080078125
1050,1155020.0,-644.8131713867188,4934.0,644.8131713867188
1051,1155010.0,-640.079833984375,4879.0,640.079833984375
1052,1155000.0,-640.080078125,4879.0,640.080078125
1053,1154990.0,-640.240234375,4903.0,640.240234375
1054,1154980.0,-635.508056640625,4945.00048828125,635.508056640625
1055,1154970.0,-635.508056640625,4945.00048828125,635.508056640625
1056,1154960.0,-640.079833984375,4945.00048828125,640.079833984375
1057,1154950.0,-635.508056640625,4915.0,635.508056640625
1058,1154940.0,-635.508056640625,4888.0,635.508056640625
1059,1154930.0,-635.508056640625,4888.0,635.508056640625
1060,1154920.0,-635.508056640625,4888.0,635.508056640625
1061,1154910.0,-635.6669311523438,4945.00048828125,635.6669311523438
1062,1154900.0,-635.5078735351562,5018.0,635.5078735351562
1063,1154890.0,-635.508056640625,5018.0,635.508056640625
1064,1154880.0,-640.1600341796875,5002.0,640.1600341796875
1065,1154870.0,-640.080078125,4989.0,640.080078125
1066,1154860.0,-640.080078125,4972.0,640.080078125
1067,1154850.0,-646.9379272460938,4936.0,646.9379272460938
1068,1154840.0,-644.6520385742188,4833.0,644.6520385742188
1069,1154830.0,-644.6520385742188,4732.0,644.6520385742188
1070,1154820.0,-640.080078125,4732.0,640.080078125
1071,1154810.0,-642.365966796875,4638.0,642.365966796875
1072,1154800.0,-640.079833984375,4611.0,640.079833984375
1073,1154790.0,-644.6520385742188,4611.0,644.6520385742188
1074,1154780.0,-640.079833984375,4590.0,640.079833984375
1075,1154770.0,-640.239990234375,4643.0,640.239990234375
1076,1154760.0,-644.6520385742188,4643.0,644.6520385742188
1077,1154750.0,-644.6520385742188,4643.0,644.6520385742188
1078,1154740.0,-644.6520385742188,4723.0,644.6520385742188
1079,1154730.0,-640.239990234375,4720.0,640.239990234375
1080,1154720.0,-640.079833984375,4720.0,640.079833984375
1081,1154710.0,-640.079833984375,4720.0,640.079833984375
1082,1154700.0,-635.508056640625,4731.0,635.508056640625
1083,1154690.0,-640.240234375,4807.0,640.240234375
1084,1154680.0,-640.080078125,4807.0,640.080078125
1085,1154670.0,-637.8739013671875,4847.0,637.8739013671875
1086,1154660.0,-637.7940673828125,4802.0,637.7940673828125
1087,1154650.0,-644.0679321289062,4739.5712890625,644.0679321289062
1088,1154640.0,-644.7056884765625,4529.66650390625,644.7056884765625
1089,1154630.0,-640.1333618164062,4519.33349609375,640.1333618164062
1090,1154620.0,-640.1600341796875,4583.0,640.1600341796875
1091,1154610.0,-644.8131713867188,4614.00048828125,644.8131713867188
1092,1154600.0,-644.6922607421875,4703.5,644.6922607421875
1093,1154590.0,-638.1444091796875,4902.02587890625,638.1444091796875
1094,1154580.0,-634.0369873046875,4953.6669921875,634.0369873046875
1095,1154570.0,-640.0799560546875,5014.0,640.0799560546875
1096,1154560.0,-640.239990234375,5027.0,640.239990234375
1097,1154550.0,-635.508056640625,4974.0,635.508056640625
1098,1154540.0,-640.239990234375,4970.0,640.239990234375
1099,1154530.0,-637.8740234375,5029.0,637.8740234375
1100,1154520.0,-640.080078125,5057.0,640.080078125
1101,1154510.0,-637.8739013671875,5066.0,637.8739013671875
1102,1154500.0,-640.080078125,5074.0,640.080078125
1103,1154490.0,-642.446044921875,5057.0,642.446044921875
1104,1154480.0,-640.080078125,4994.00048828125,640.080078125
1105,1154470.0,-640.1594848632812,4949.00048828125,640.1594848632812
1106,1154460.0,-640.079833984375,4929.0,640.079833984375
1107,1154450.0,-644.8131713867188,4886.0,644.8131713867188
1108,1154440.0,-644.6520385742188,4886.0,644.6520385742188
1109,1154430.0,-644.4907836914062,4835.0,644.4907836914062
1110,1154420.0,-644.8131713867188,4874.0,644.8131713867188
1111,1154410.0,-644.6517944335938,4874.0,644.6517944335938
1112,1154400.0,-644.6517944335938,4874.0,644.6517944335938
1113,1154390.0,-644.6520385742188,4937.0,644.6520385742188
1114,1154380.0,-640.080078125,4888.0,640.080078125
1115,1154370.0,-640.080078125,4888.0,640.080078125
1116,1154360.0,-644.6520385742188,4888.0,644.6520385742188
1117,1154350.0,-644.6520385742188,4826.0,644.6520385742188
1118,1154340.0,-644.6520385742188,4826.0,644.6520385742188
1119,1154330.0,-644.8131713867188,4844.0,644.8131713867188
1120,1154320.0,-644.6520385742188,4844.0,644.6520385742188
1121,1154310.0,-644.6520385742188,4844.0,644.6520385742188
1122,1154300.0,-640.079833984375,4894.0,640.079833984375
1123,1154290.0,-644.8131713867188,4855.00048828125,644.8131713867188
1124,1154280.0,-644.6520385742188,4855.00048828125,644.6520385742188
1125,1154270.0,-640.080078125,4825.0,640.080078125
1126,1154260.0,-644.8131713867188,4876.0,644.8131713867188
1127,1154250.0,-644.6517944335938,4876.0,644.6517944335938
1128,1154240.0,-644.6520385742188,4929.0,644.6520385742188
1129,1154230.0,-646.9380493164062,4859.0,646.9380493164062
1130,1154220.0,-649.223876953125,4780.0,649.223876953125
1131,1154210.0,-647.0191650390625,4694.0,647.0191650390625
1132,1154200.0,-649.2240600585938,4624.0,649.2240600585938
1133,1154190.0,-649.2240600585938,4566.0,649.2240600585938
1134,1154180.0,-647.0186157226562,4561.5,647.0186157226562
1135,1154170.0,-649.223876953125,4575.0,649.223876953125
1136,1154160.0,-644.8131713867188,4575.0,644.8131713867188
1137,1154150.0,-644.6520385742188,4575.0,644.6520385742188
1138,1154140.0,-644.6520385742188,4629.0,644.6520385742188
1139,1154130.0,-644.8131713867188,4629.0,644.8131713867188
1140,1154120.0,-640.239990234375,4693.0,640.239990234375
1141,1154110.0,-644.6520385742188,4710.00048828125,644.6520385742188
1142,1154100.0,-640.1600341796875,4678.5,640.1600341796875
1143,1154090.0,-644.7594604492188,4685.33349609375,644.7594604492188
1144,1154080.0,-641.3245239257812,4690.6298828125,641.3245239257812
1145,1154070.0,-633.185791015625,4889.26708984375,633.185791015625
1146,1154060.0,-633.7423095703125,4937.0,633.7423095703125
1147,1154050.0,-631.7242431640625,5002.5,631.7242431640625
1148,1154040.0,-634.7460327148438,5039.00048828125,634.7460327148438
1149,1154030.0,-635.5079345703125,4985.25,635.5079345703125
1150,1154020.0,-640.080078125,5047.00048828125,640.080078125
1151,1154010.0,-633.221923828125,5008.00048828125,633.221923828125
1152,1154000.0,-635.508056640625,4971.0,635.508056640625
1153,1153990.0,-635.6669311523438,4971.0,635.6669311523438
1154,1153980.0,-635.508056640625,5013.0,635.508056640625
1155,1153970.0,-635.508056640625,4994.00048828125,635.508056640625
1156,1153960.0,-635.6669311523438,4994.00048828125,635.6669311523438
1157,1153950.0,-635.508056640625,4929.0,635.508056640625
1158,1153940.0,-630.9358520507812,4946.0,630.9358520507812
1159,1153930.0,-631.09375,4946.0,631.09375
1160,1153920.0,-635.508056640625,5012.0,635.508056640625
1161,1153910.0,-640.080078125,5062.0,640.080078125
1162,1153900.0,-640.239990234375,5062.0,640.239990234375
1163,1153890.0,-640.079833984375,5079.0,640.079833984375
1164,1153880.0,-640.080078125,5062.0,640.080078125
1165,1153870.0,-640.240234375,5062.0,640.240234375
1166,1153860.0,-640.080078125,4962.0,640.080078125
1167,1153850.0,-644.6520385742188,4869.0,644.6520385742188
1168,1153840.0,-644.8131713867188,4869.0,644.8131713867188
1169,1153830.0,-644.6520385742188,4819.0,644.6520385742188
1170,1153820.0,-640.080078125,4806.00048828125,640.080078125
1171,1153810.0,-640.239990234375,4806.00048828125,640.239990234375
1172,1153800.0,-644.6520385742188,4758.0,644.6520385742188
1173,1153790.0,-640.080078125,4711.0,640.080078125
1174,1153780.0,-644.8131713867188,4711.0,644.8131713867188
1175,1153770.0,-644.8131713867188,4711.0,644.8131713867188
1176,1153760.0,-644.6520385742188,4755.00048828125,644.6520385742188
1177,1153750.0,-644.6520385742188,4777.0,644.6520385742188
1178,1153740.0,-644.6520385742188,4777.0,644.6520385742188
1179,1153730.0,-640.240234375,4777.0,640.240234375
1180,1153720.0,-640.080078125,4739.0,640.080078125
1181,1153710.0,-640.080078125,4739.0,640.080078125
1182,1153700.0,-644.6517944335938,4720.0,644.6517944335938
1183,1153690.0,-640.239990234375,4720.0,640.239990234375
1184,1153680.0,-644.8131713867188,4774.0,644.8131713867188
1185,1153670.0,-640.080078125,4828.0,640.080078125
1186,1153660.0,-640.080078125,4828.0,640.080078125
1187,1153650.0,-635.6669311523438,4816.0,635.6669311523438
1188,1153640.0,-640.080078125,4839.0,640.080078125
1189,1153630.0,-642.446533203125,4868.0,642.446533203125
1190,1153620.0,-649.2240600585938,4897.0,649.2240600585938
1191,1153610.0,-642.4466552734375,4701.0,642.4466552734375
1192,1153600.0,-641.65771484375,4535.0,641.65771484375
1193,1153590.0,-640.080078125,4534.0,640.080078125
1194,1153580.0,-635.6669311523438,4576.0,635.6669311523438
1195,1153570.0,-640.1600341796875,4543.0,640.1600341796875
1196,1153560.0,-640.1600341796875,4579.50048828125,640.1600341796875
1197,1153550.0,-638.609375,4645.66650390625,638.609375
1198,1153540.0,-635.6737670898438,4843.68310546875,635.6737670898438
1199,1153530.0,-634.0366821289062,5023.66650390625,634.0366821289062
1200,1153520.0,-633.7107543945312,5085.7998046875,633.7107543945312
1201,1153510.0,-634.010498046875,5015.66650390625,634.010498046875
1202,1153500.0,-633.221923828125,4963.5,633.221923828125
1203,1153490.0,-633.3009033203125,4910.5,633.3009033203125
1204,1153480.0,-630.93603515625,4945.00048828125,630.93603515625
1205,1153470.0,-631.09375,4945.00048828125,631.09375
1206,1153460.0,-630.9358520507812,4948.0,630.9358520507812
1207,1153450.0,-626.364013671875,4870.0,626.364013671875
1208,1153440.0,-626.3638916015625,4870.0,626.3638916015625
1209,1153430.0,-626.5206298828125,4867.0,626.5206298828125
1210,1153420.0,-626.364013671875,4966.0,626.364013671875
1211,1153410.0,-630.93603515625,4966.0,630.93603515625
1212,1153400.0,-626.2075805664062,5049.0,626.2075805664062
1213,1153390.0,-631.09375,5035.0,631.09375
1214,1153380.0,-630.93603515625,5035.0,630.93603515625
1215,1153370.0,-635.6671142578125,5030.0,635.6671142578125
1216,1153360.0,-631.09375,5062.0,631.09375
1217,1153350.0,-635.5078735351562,5062.0,635.5078735351562
1218,1153340.0,-635.6669311523438,5019.0,635.6669311523438
1219,1153330.0,-635.8258056640625,4921.0,635.8258056640625
1220,1153320.0,-635.5875244140625,4882.0,635.5875244140625
1221,1153310.0,-635.3490600585938,4831.0,635.3490600585938
1222,1153300.0,-640.080078125,4831.0,640.080078125
1223,1153290.0,-640.239990234375,4801.0,640.239990234375
1224,1153280.0,-635.508056640625,4760.0,635.508056640625
1225,1153270.0,-635.508056640625,4760.0,635.508056640625
1226,1153260.0,-630.9358520507812,4724.0,630.9358520507812
1227,1153250.0,-635.6669311523438,4704.0,635.6669311523438
1228,1153240.0,-635.6669311523438,4704.0,635.6669311523438
1229,1153230.0,-635.5078735351562,4704.0,635.5078735351562
1230,1153220.0,-640.239990234375,4681.0,640.239990234375
1231,1153210.0,-640.239990234375,4681.0,640.239990234375
1232,1153200.0,-635.508056640625,4696.0,635.508056640625
1233,1153190.0,-640.080078125,4696.0,640.080078125
1234,1153180.0,-635.6669311523438,4747.0,635.6669311523438
1235,1153170.0,-635.6669311523438,4747.0,635.6669311523438
1236,1153160.0,-640.239990234375,4754.0,640.239990234375
1237,1153150.0,-635.508056640625,4754.0,635.508056640625
1238,1153140.0,-640.239990234375,4745.0,640.239990234375
1239,1153130.0,-644.8131713867188,4800.00048828125,644.8131713867188
1240,1153120.0,-640.080078125,4800.00048828125,640.080078125
1241,1153110.0,-644.7326049804688,4881.5,644.7326049804688
1242,1153100.0,-644.6517944335938,4878.0,644.6517944335938
1243,1153090.0,-647.8082885742188,4763.0,647.8082885742188
1244,1153080.0,-647.7540283203125,4607.6669921875,647.7540283203125
1245,1153070.0,-644.6520385742188,4526.5,644.6520385742188
1246,1153060.0,-644.7326049804688,4533.0,644.7326049804688
1247,1153050.0,-644.893798828125,4557.0,644.893798828125
1248,1153040.0,-640.080078125,4591.0,640.080078125
1249,1153030.0,-644.8131713867188,4661.00048828125,644.8131713867188
1250,1153020.0,-644.7326049804688,4651.5,644.7326049804688
1251,1153010.0,-641.6577758789062,4674.0,641.6577758789062
1252,1153000.0,-641.8938598632812,4732.77783203125,641.8938598632812
1253,1152990.0,-639.1688232421875,4863.0712890625,639.1688232421875
1254,1152980.0,-635.5513305664062,4940.2724609375,635.5513305664062
1255,1152970.0,-632.5125732421875,4925.0,632.5125732421875
1256,1152960.0,-635.6669311523438,4971.0,635.6669311523438
1257,1152950.0,-630.93603515625,4968.0,630.93603515625
1258,1152940.0,-626.5206298828125,4966.0,626.5206298828125
1259,1152930.0,-628.7288208007812,5000.00048828125,628.7288208007812
1260,1152920.0,-631.0150146484375,5018.0,631.0150146484375
1261,1152910.0,-630.93603515625,5033.0,630.93603515625
1262,1152900.0,-628.7288208007812,5100.50048828125,628.7288208007812
1263,1152890.0,-633.2220458984375,5105.5,633.2220458984375
1264,1152880.0,-631.09375,5052.0,631.09375
1265,1152870.0,-628.64990234375,5028.5,628.64990234375
1266,1152860.0,-631.014892578125,4940.0,631.014892578125
1267,1152850.0,-630.93603515625,4839.0,630.93603515625
1268,1152840.0,-633.3009033203125,4794.0,633.3009033203125
1269,1152830.0,-635.5078735351562,4824.0,635.5078735351562
1270,1152820.0,-631.09375,4827.0,631.09375
1271,1152810.0,-631.09375,4827.0,631.09375
1272,1152800.0,-630.93603515625,4827.0,630.93603515625
1273,1152790.0,-635.508056640625,4794.0,635.508056640625
1274,1152780.0,-640.239990234375,4792.0,640.239990234375
1275,1152770.0,-640.239990234375,4792.0,640.239990234375
1276,1152760.0,-640.079833984375,4792.0,640.079833984375
1277,1152750.0,-640.080078125,4839.0,640.080078125
1278,1152740.0,-640.080078125,4839.0,640.080078125
1279,1152730.0,-635.6669311523438,4840.0,635.6669311523438
1280,1152720.0,-631.09375,4840.0,631.09375
1281,1152710.0,-630.93603515625,4851.00048828125,630.93603515625
1282,1152700.0,-635.6669311523438,4891.0,635.6669311523438
1283,1152690.0,-631.09375,4891.0,631.09375
1284,1152680.0,-635.5078735351562,4953.00048828125,635.5078735351562
1285,1152670.0,-637.8741455078125,4964.0,637.8741455078125
1286,1152660.0,-640.080078125,4944.0,640.080078125
1287,1152650.0,-640.159912109375,4901.0,640.159912109375
1288,1152640.0,-642.3660888671875,4727.0,642.3660888671875
1289,1152630.0,-637.8739013671875,4622.5,637.8739013671875
1290,1152620.0,-640.080078125,4627.0,640.080078125
1291,1152610.0,-642.446044921875,4624.5,642.446044921875
1292,1152600.0,-640.080078125,4561.0,640.080078125
1293,1152590.0,-644.8131713867188,4561.0,644.8131713867188
1294,1152580.0,-640.080078125,4603.0,640.080078125
1295,1152570.0,-640.079833984375,4716.0,640.079833984375
1296,1152560.0,-640.239990234375,4716.0,640.239990234375
1297,1152550.0,-640.080078125,4725.0,640.080078125
1298,1152540.0,-640.080078125,4651.0,640.080078125
1299,1152530.0,-640.239990234375,4651.0,640.239990234375
1300,1152520.0,-637.0849609375,4710.33349609375,637.0849609375
1301,1152510.0,-638.5560913085938,4711.6669921875,638.5560913085938
1302,1152500.0,-638.0342407226562,4833.625,638.0342407226562
1303,1152490.0,-636.4541625976562,5018.7998046875,636.4541625976562
1304,1152480.0,-633.1431274414062,5036.5,633.1431274414062
1305,1152470.0,-635.5081176757812,4971.0,635.5081176757812
1306,1152460.0,-633.2220458984375,5042.5,633.2220458984375
1307,1152450.0,-635.3493041992188,5068.0,635.3493041992188
1308,1152440.0,-630.93603515625,5031.0,630.93603515625
1309,1152430.0,-633.221435546875,4971.0,633.221435546875
1310,1152420.0,-631.09375,4953.00048828125,631.09375
1311,1152410.0,-630.93603515625,4964.0,630.93603515625
1312,1152400.0,-630.93603515625,4964.0,630.93603515625
1313,1152390.0,-631.09375,4972.0,631.09375
1314,1152380.0,-630.93603515625,4987.0,630.93603515625
1315,1152370.0,-630.93603515625,4987.0,630.93603515625
1316,1152360.0,-635.6669311523438,5016.0,635.6669311523438
1317,1152350.0,-635.6669311523438,5022.0,635.6669311523438
1318,1152340.0,-635.6669311523438,5022.0,635.6669311523438
1319,1152330.0,-631.09375,5022.0,631.09375
1320,1152320.0,-630.93603515625,4995.0,630.93603515625
1321,1152310.0,-631.09375,4960.0,631.09375
1322,1152300.0,-631.09375,4960.0,631.09375
1323,1152290.0,-631.09375,4960.0,631.09375
1324,1152280.0,-631.0939331054688,4922.0,631.0939331054688
1325,1152270.0,-635.508056640625,4825.0,635.508056640625
1326,1152260.0,-635.508056640625,4825.0,635.508056640625
1327,1152250.0,-640.079833984375,4825.0,640.079833984375
1328,1152240.0,-635.6669311523438,4769.0,635.6669311523438
1329,1152230.0,-635.508056640625,4809.0,635.508056640625
1330,1152220.0,-635.508056640625,4809.0,635.508056640625
1331,1152210.0,-631.0939331054688,4809.0,631.0939331054688
1332,1152200.0,-635.6669311523438,4842.0,635.6669311523438
1333,1152190.0,-631.09375,4750.0,631.09375
1334,1152180.0,-631.09375,4750.0,631.09375
1335,1152170.0,-635.8259887695312,4750.0,635.8259887695312
1336,1152160.0,-635.6669311523438,4680.0,635.6669311523438
1337,1152150.0,-640.080078125,4708.00048828125,640.080078125
1338,1152140.0,-640.080078125,4708.00048828125,640.080078125
1339,1152130.0,-635.8258056640625,4708.00048828125,635.8258056640625
1340,1152120.0,-635.6669311523438,4724.0,635.6669311523438
1341,1152110.0,-635.6669311523438,4627.0,635.6669311523438
1342,1152100.0,-635.8258056640625,4627.0,635.8258056640625
1343,1152090.0,-635.8258056640625,4627.0,635.8258056640625
1344,1152080.0,-635.6669311523438,4546.0,635.6669311523438
1345,1152070.0,-635.6669311523438,4573.0,635.6669311523438
1346,1152060.0,-640.080078125,4573.0,640.080078125
1347,1152050.0,-640.080078125,4644.0,640.080078125
1348,1152040.0,-640.159912109375,4619.0,640.159912109375
1349,1152030.0,-640.079833984375,4575.0,640.079833984375
1350,1152020.0,-640.080078125,4583.0,640.080078125
1351,1152010.0,-640.239990234375,4583.0,640.239990234375
1352,1152000.0,-640.080078125,4569.5,640.080078125
1353,1151990.0,-639.3446044921875,4531.5,639.3446044921875
1354,1151980.0,-634.5426025390625,4690.50048828125,634.5426025390625
1355,1151970.0,-631.0410766601562,4863.00048828125,631.0410766601562
1356,1151960.0,-630.9885864257812,4804.6669921875,630.9885864257812
1357,1151950.0,-631.014892578125,4869.0,631.014892578125
1358,1151940.0,-630.9359130859375,4883.5,630.9359130859375
1359,1151930.0,-630.9885864257812,4900.33349609375,630.9885864257812
1360,1151920.0,-630.988525390625,4991.66650390625,630.988525390625
1361,1151910.0,-631.014892578125,4986.50048828125,631.014892578125
1362,1151900.0,-634.364990234375,4868.75,634.364990234375
1363,1151890.0,-633.221923828125,4866.0,633.221923828125
1364,1151880.0,-635.6669311523438,4827.0,635.6669311523438
1365,1151870.0,-635.508056640625,4857.00048828125,635.508056640625
1366,1151860.0,-635.508056640625,4857.00048828125,635.508056640625
1367,1151850.0,-631.09375,4909.0,631.09375
1368,1151840.0,-630.9358520507812,4912.0,630.9358520507812
1369,1151830.0,-630.93603515625,4912.0,630.93603515625
1370,1151820.0,-631.09375,4863.0,631.09375
1371,1151810.0,-633.2220458984375,4869.0,633.2220458984375
1372,1151800.0,-631.09375,4934.0,631.09375
1373,1151790.0,-630.93603515625,4958.0,630.93603515625
1374,1151780.0,-633.3013916015625,4946.5,633.3013916015625
1375,1151770.0,-635.508056640625,4935.0,635.508056640625
1376,1151760.0,-635.58740234375,4987.5,635.58740234375
1377,1151750.0,-633.3015747070312,4944.49951171875,633.3015747070312
1378,1151740.0,-631.09375,4807.0,631.09375
1379,1151730.0,-635.5078735351562,4807.0,635.5078735351562
1380,1151720.0,-630.93603515625,4723.0,630.93603515625
1381,1151710.0,-631.09375,4646.0,631.09375
1382,1151700.0,-630.93603515625,4646.0,630.93603515625
1383,1151690.0,-631.09375,4663.00048828125,631.09375
1384,1151680.0,-630.9358520507812,4729.0,630.9358520507812
1385,1151670.0,-630.93603515625,4729.0,630.93603515625
1386,1151660.0,-630.93603515625,4729.0,630.93603515625
1387,1151650.0,-631.09375,4757.00048828125,631.09375
1388,1151640.0,-626.5206298828125,4745.0,626.5206298828125
1389,1151630.0,-626.5206298828125,4745.0,626.5206298828125
1390,1151620.0,-626.364013671875,4745.0,626.364013671875
1391,1151610.0,-626.364013671875,4773.0,626.364013671875
1392,1151600.0,-631.09375,4828.0,631.09375
1393,1151590.0,-626.3638916015625,4828.0,626.3638916015625
1394,1151580.0,-630.93603515625,4811.0,630.93603515625
1395,1151570.0,-631.014892578125,4754.0,631.014892578125
1396,1151560.0,-630.93603515625,4759.00048828125,630.93603515625
1397,1151550.0,-634.03662109375,4830.0,634.03662109375
1398,1151540.0,-637.8740234375,4672.0,637.8740234375
1399,1151530.0,-635.508056640625,4603.0,635.508056640625
1400,1151520.0,-637.87353515625,4574.0,637.87353515625
1401,1151510.0,-635.508056640625,4508.0,635.508056640625
1402,1151500.0,-633.301025390625,4457.0,633.301025390625
1403,1151490.0,-630.9358520507812,4485.0,630.9358520507812
1404,1151480.0,-635.508056640625,4555.0,635.508056640625
1405,1151470.0,-635.6669311523438,4555.0,635.6669311523438
1406,1151460.0,-640.080078125,4594.0,640.080078125
1407,1151450.0,-635.508056640625,4629.0,635.508056640625
1408,1151440.0,-637.7939453125,4638.5,637.7939453125
1409,1151430.0,-639.186767578125,4682.53369140625,639.186767578125
1410,1151420.0,-634.2523193359375,4840.2900390625,634.2523193359375
1411,1151410.0,-635.596435546875,4969.0,635.596435546875
