frameNumber,"TDEP, 0.1 in","EHGR_EDTC, gAPI","HGR_EDTC, gAPI"
265,1153820.0,77.78040313720703,49.52298355102539
266,1153800.0,76.47373962402344,48.6910285949707
267,1153780.0,81.63594055175781,51.977813720703125
268,1153760.0,87.95942687988281,56.00399398803711
269,1153740.0,87.46694946289062,55.6904296875
270,1153720.0,84.44624328613281,53.76713943481445
271,1153700.0,78.95569610595703,50.271297454833984
272,1153680.0,71.9859848022461,45.83366394042969
273,1153660.0,68.31702423095703,43.497623443603516
274,1153640.0,69.81981658935547,44.4544563293457
275,1153620.0,80.71281433105469,51.39005661010742
276,1153600.0,93.45142364501953,59.500762939453125
277,1153580.0,109.13478088378906,69.48639678955078
278,1153560.0,118.63363647460938,75.53433990478516
279,1153540.0,125.49174499511719,79.90091705322266
280,1153520.0,127.59516906738281,81.24017333984375
281,1153500.0,135.30245971679688,86.14742279052734
282,1153480.0,146.28395080566406,93.13936614990234
283,1153460.0,153.61781311035156,97.8088607788086
284,1153440.0,154.02969360351562,98.07109832763672
285,1153420.0,145.62322998046875,92.71868133544922
286,1153400.0,143.38755798339844,91.29522705078125
287,1153380.0,140.23602294921875,89.28863525390625
288,1153360.0,136.64817810058594,87.0042495727539
289,1153340.0,127.64459991455078,81.27164459228516
290,1153320.0,126.47494506835938,80.52692413330078
291,1153300.0,140.02967834472656,89.15725708007812
292,1153280.0,153.694091796875,97.857421875
293,1153260.0,160.3546142578125,102.09819793701172
294,1153240.0,153.62149047851562,97.81119537353516
295,1153220.0,144.78033447265625,92.18201446533203
296,1153200.0,138.11541748046875,87.93843841552734
297,1153180.0,137.24774169921875,87.385986328125
298,1153160.0,135.789306640625,86.4573974609375
299,1153140.0,128.85289001464844,82.04096984863281
300,1153120.0,119.53298950195312,76.10696411132812
301,1153100.0,106.0350112915039,67.51276397705078
302,1153080.0,102.70162200927734,65.39038848876953
303,1153060.0,103.79059600830078,66.083740234375
304,1153040.0,116.98201751708984,74.48274993896484
305,1153020.0,126.96175384521484,80.83687591552734
306,1153000.0,133.3780059814453,84.922119140625
307,1152980.0,138.59779357910156,88.24557495117188
308,1152960.0,148.04019165039062,94.257568359375
309,1152940.0,163.4637451171875,104.07778930664062
310,1152920.0,186.04412841796875,118.45477294921875
311,1152900.0,206.01837158203125,131.17242431640625
312,1152880.0,191.47312927246094,121.91143035888672
313,1152860.0,158.7327117919922,101.0655288696289
314,1152840.0,116.0072021484375,73.8620834350586
315,1152820.0,97.30030822753906,61.95135498046875
316,1152800.0,87.76866912841797,55.882537841796875
317,1152780.0,86.87242889404297,55.3119010925293
318,1152760.0,93.20909118652344,59.346466064453125
319,1152740.0,103.72947692871094,66.0448226928711
320,1152720.0,112.13214874267578,71.39482879638672
321,1152700.0,116.04837036132812,73.88829803466797
322,1152680.0,116.06770324707031,73.90060424804688
323,1152660.0,116.72534942626953,74.31932830810547
324,1152640.0,114.9198226928711,73.16974639892578
325,1152620.0,109.54080200195312,69.74491119384766
326,1152600.0,100.51946258544922,64.0009994506836
327,1152580.0,97.51717376708984,62.08943557739258
328,1152560.0,95.64269256591797,60.89595031738281
329,1152540.0,93.1715087890625,59.322540283203125
330,1152520.0,86.49493408203125,55.07154846191406
331,1152500.0,83.46898651123047,53.14491653442383
332,1152480.0,84.07102966308594,53.52824020385742
333,1152460.0,88.25286865234375,56.190826416015625
334,1152440.0,91.2518539428711,58.10029220581055
335,1152420.0,97.91120910644531,62.3403205871582
336,1152400.0,108.25074768066406,68.92353057861328
337,1152380.0,124.3538589477539,79.17642211914062
338,1152360.0,136.9173583984375,87.1756362915039
339,1152340.0,145.39344787597656,92.57238006591797
340,1152320.0,144.6258087158203,92.08362579345703
341,1152300.0,145.51937866210938,92.6525650024414
342,1152280.0,126.03181457519531,80.24478149414062
343,1152260.0,110.44579315185547,70.32112121582031
344,1152240.0,92.54769134521484,58.92535400390625
345,1152220.0,92.46661376953125,58.87372970581055
346,1152200.0,87.17488098144531,55.50447082519531
347,1152180.0,87.38550567626953,55.63857650756836
348,1152160.0,90.98585510253906,57.93092727661133
349,1152140.0,94.71700286865234,60.30656051635742
350,1152120.0,93.20158386230469,59.3416862487793
351,1152100.0,87.98795318603516,56.02215576171875
352,1152080.0,86.20459747314453,54.886688232421875
353,1152060.0,81.40733337402344,51.83226013183594
354,1152040.0,78.40399932861328,49.92002868652344
355,1152020.0,70.53207397460938,44.907955169677734
356,1152000.0,66.5589599609375,42.37826156616211
357,1151980.0,61.69550704956055,39.28168869018555
358,1151960.0,63.78989028930664,40.61518859863281
359,1151940.0,66.18196105957031,42.13822555541992
360,1151920.0,72.23046112060547,45.98931884765625
361,1151900.0,77.400146484375,49.2808723449707
362,1151880.0,84.11846923828125,53.55844497680664
363,1151860.0,88.0690689086914,56.07380294799805
364,1151840.0,90.78770446777344,57.80476760864258
365,1151820.0,98.60572052001953,62.78251647949219
366,1151800.0,110.32101440429688,70.2416763305664
367,1151780.0,128.75294494628906,81.97733306884766
368,1151760.0,136.4764404296875,86.8948974609375
369,1151740.0,132.66873168945312,84.47052001953125
370,1151720.0,118.2861099243164,75.31307220458984
371,1151700.0,113.57779693603516,72.31527709960938
372,1151680.0,110.67524719238281,70.46721649169922
373,1151660.0,106.02694702148438,67.50762939453125
374,1151640.0,94.55122375488281,60.20100784301758
375,1151620.0,84.37982940673828,53.724853515625
376,1151600.0,77.98685455322266,49.6544303894043
377,1151580.0,71.62118530273438,45.60139465332031
378,1151560.0,71.93911743164062,45.8038215637207
379,1151540.0,72.88229370117188,46.40434265136719
380,1151520.0,72.31724548339844,46.04457473754883
381,1151500.0,69.01385498046875,43.94129943847656
382,1151480.0,63.57273483276367,40.476924896240234
383,1151460.0,59.31645202636719,37.766937255859375
384,1151440.0,58.68559265136719,37.36526870727539
385,1151420.0,61.38569641113281,39.08443069458008
386,1151400.0,66.49163818359375,42.33539962768555
387,1151380.0,70.71175384521484,45.02235412597656
388,1151360.0,75.56975555419922,48.11545944213867
389,1151340.0,79.83841705322266,50.83332443237305
390,1151320.0,82.26958465576172,52.381256103515625
391,1151300.0,86.50406646728516,55.077362060546875
392,1151280.0,93.48577117919922,59.52263259887695
393,1151260.0,106.8720474243164,68.04570770263672
394,1151240.0,118.08777618408203,75.1867904663086
395,1151220.0,132.47866821289062,84.3495101928711
396,1151200.0,151.41799926757812,96.40823364257812
397,1151180.0,169.6172332763672,107.9957275390625
398,1151160.0,167.82835388183594,106.85674285888672
399,1151140.0,153.751220703125,97.893798828125
400,1151120.0,125.1609878540039,79.69032287597656
401,1151100.0,99.95647430419922,63.64254379272461
402,1151080.0,80.49842071533203,51.2535514831543
403,1151060.0,81.18545532226562,51.69099044799805
404,1151040.0,91.89478302001953,58.509647369384766
405,1151020.0,97.32496643066406,61.96705627441406
406,1151000.0,93.39270782470703,59.46337890625
407,1150980.0,85.8853759765625,54.683441162109375
408,1150960.0,75.01212310791016,47.76041030883789
409,1150940.0,68.96234893798828,43.908504486083984
410,1150920.0,65.97843933105469,42.00864028930664
411,1150900.0,66.61946105957031,42.41678237915039
412,1150880.0,64.82452392578125,41.27394104003906
413,1150860.0,64.78578186035156,41.24927520751953
414,1150840.0,66.5649185180664,42.38205337524414
415,1150820.0,70.17894744873047,44.6831169128418
416,1150800.0,74.10566711425781,47.18326950073242
417,1150780.0,77.6839370727539,49.46156311035156
418,1150760.0,81.86595916748047,52.124267578125
419,1150740.0,83.95796203613281,53.45624923706055
420,1150720.0,85.21253204345703,54.25503921508789
421,1150700.0,87.3711166381836,55.62941360473633
422,1150680.0,97.07486724853516,61.80781936645508
423,1150660.0,106.47801971435547,67.79483032226562
424,1150640.0,118.64051055908203,75.5387191772461
425,1150620.0,131.65589904785156,83.82565307617188
426,1150600.0,147.9792022705078,94.21874237060547
427,1150580.0,162.40509033203125,103.40373992919922
428,1150560.0,167.76829528808594,106.8185043334961
429,1150540.0,160.78712463378906,102.37357330322266
430,1150520.0,140.23402404785156,89.28736114501953
431,1150500.0,115.20008087158203,73.34819030761719
432,1150480.0,94.78978729248047,60.352901458740234
433,1150460.0,88.43231964111328,56.30508804321289
434,1150440.0,86.74834442138672,55.23289489746094
435,1150420.0,84.34803009033203,53.70460891723633
436,1150400.0,72.8817138671875,46.40397644042969
437,1150380.0,59.43194580078125,37.84047317504883
438,1150360.0,53.79893493652344,34.25392150878906
439,1150340.0,52.886714935302734,33.6731071472168
440,1150320.0,55.32111358642578,35.22309494018555
441,1150300.0,56.55710220336914,36.01005172729492
442,1150280.0,61.10451126098633,38.905399322509766
443,1150260.0,66.57750701904297,42.390071868896484
444,1150240.0,71.44953918457031,45.49210739135742
445,1150220.0,75.68070220947266,48.186100006103516
446,1150200.0,81.09717559814453,51.63478088378906
447,1150180.0,86.2006607055664,54.88418197631836
448,1150160.0,90.3878402709961,57.5501708984375
449,1150140.0,92.18416595458984,58.69389724731445
450,1150120.0,94.30369567871094,60.04340744018555
451,1150100.0,99.80176544189453,63.54404067993164
452,1150080.0,102.25283813476562,65.10464477539062
453,1150060.0,102.91034698486328,65.52328491210938
454,1150040.0,98.39025115966797,62.64532470703125
455,1150020.0,98.3741226196289,62.63505554199219
456,1150000.0,102.85188293457031,65.4860610961914
457,1149980.0,113.39725494384766,72.20032501220703
458,1149960.0,128.12229919433594,81.57579803466797
459,1149940.0,139.41233825683594,88.76419067382812
460,1149920.0,132.74612426757812,84.5197982788086
461,1149900.0,112.96340942382812,71.9240951538086
462,1149880.0,89.26467895507812,56.83504867553711
463,1149860.0,80.61502075195312,51.32779312133789
464,1149840.0,79.31913757324219,50.5026969909668
465,1149820.0,86.31433868408203,54.95656204223633
466,1149800.0,93.23411560058594,59.36240005493164
467,1149780.0,100.51433563232422,63.997737884521484
468,1149760.0,102.00159454345703,64.9446792602539
469,1149740.0,100.73869323730469,64.14058685302734
470,1149720.0,95.58104705810547,60.8567008972168
471,1149700.0,90.74303436279297,57.77632522583008
472,1149680.0,83.44610595703125,53.13035202026367
473,1149660.0,75.85233306884766,48.29537582397461
474,1149640.0,74.03202819824219,47.136383056640625
475,1149620.0,77.09124755859375,49.084197998046875
476,1149600.0,84.6802749633789,53.9161491394043
477,1149580.0,87.10710144042969,55.4613151550293
478,1149560.0,87.74887084960938,55.869930267333984
479,1149540.0,83.54276275634766,53.19189453125
480,1149520.0,75.07991790771484,47.8035774230957
481,1149500.0,68.38872528076172,43.543277740478516
482,1149480.0,67.152587890625,42.7562255859375
483,1149460.0,74.98917388916016,47.74580001831055
484,1149440.0,81.59199523925781,51.949832916259766
485,1149420.0,89.74175262451172,57.1388053894043
486,1149400.0,102.4715576171875,65.24390411376953
487,1149380.0,117.64277648925781,74.90345764160156
488,1149360.0,130.89537048339844,83.34142303466797
489,1149340.0,122.02854919433594,77.69589233398438
490,1149320.0,119.32443237304688,75.97417449951172
491,1149300.0,100.55207824707031,64.02176666259766
492,1149280.0,88.54254150390625,56.37526321411133
493,1149260.0,67.32935333251953,42.868770599365234
494,1149240.0,61.65662384033203,39.25693130493164
495,1149220.0,61.956695556640625,39.4479866027832
496,1149200.0,63.79585266113281,40.61898422241211
497,1149180.0,66.84506225585938,42.560420989990234
498,1149160.0,70.50262451171875,44.88920211791992
499,1149140.0,77.4958724975586,49.34182357788086
500,1149120.0,84.75678253173828,53.96486282348633
501,1149100.0,90.17736053466797,57.41615676879883
502,1149080.0,91.04609680175781,57.96928405761719
503,1149060.0,90.98544311523438,57.9306640625
504,1149040.0,87.91958618164062,55.9786262512207
505,1149020.0,80.05065155029297,50.96845626831055
506,1149000.0,71.03128051757812,45.225799560546875
507,1148980.0,65.02517700195312,41.40169906616211
508,1148960.0,62.31211853027344,39.674285888671875
509,1148940.0,60.494258880615234,38.516849517822266
510,1148920.0,61.429744720458984,39.11247634887695
511,1148900.0,67.49962615966797,42.9771842956543
512,1148880.0,73.25037384033203,46.638702392578125
513,1148860.0,80.47273254394531,51.23719787597656
514,1148840.0,84.97201538085938,54.10190200805664
515,1148820.0,85.85354614257812,54.66317367553711
516,1148800.0,104.03031158447266,66.23636627197266
517,1148780.0,129.4790802001953,82.43966674804688
518,1148760.0,142.9205322265625,90.99787139892578
519,1148740.0,122.1658706665039,77.7833251953125
520,1148720.0,98.8587875366211,62.94364547729492
521,1148700.0,93.20817565917969,59.34588623046875
522,1148680.0,103.0850601196289,65.634521484375
523,1148660.0,109.92668914794922,69.99060821533203
524,1148640.0,109.72029113769531,69.85919189453125
525,1148620.0,105.17574310302734,66.96566772460938
526,1148600.0,97.15977478027344,61.86187744140625
527,1148580.0,92.02999114990234,58.595733642578125
528,1148560.0,85.96611022949219,54.73484420776367
529,1148540.0,80.47663879394531,51.23968505859375
530,1148520.0,75.60511016845703,48.137969970703125
531,1148500.0,77.37409210205078,49.264286041259766
532,1148480.0,81.81034088134766,52.0888557434082
533,1148460.0,91.52758026123047,58.275848388671875
534,1148440.0,92.20799255371094,58.70906448364258
535,1148420.0,89.58780670166016,57.04078674316406
536,1148400.0,82.91574096679688,52.792667388916016
537,1148380.0,81.05496978759766,51.60791015625
538,1148360.0,81.30876922607422,51.769500732421875
539,1148340.0,84.90582275390625,54.059757232666016
540,1148320.0,90.35064697265625,57.5264892578125
541,1148300.0,96.94544219970703,61.72541427612305
542,1148280.0,101.92395782470703,64.89524841308594
543,1148260.0,115.30266571044922,73.41350555419922
544,1148240.0,136.14488220214844,86.68379974365234
545,1148220.0,141.15948486328125,89.8766098022461
546,1148200.0,130.80416870117188,83.28335571289062
547,1148180.0,114.44190216064453,72.8654556274414
548,1148160.0,110.73928833007812,70.50798797607422
549,1148140.0,110.73641967773438,70.50616455078125
550,1148120.0,98.36700439453125,62.630523681640625
551,1148100.0,81.62261962890625,51.96933364868164
552,1148080.0,61.06979751586914,38.883296966552734
553,1148060.0,48.82125473022461,31.084619522094727
554,1148040.0,42.976051330566406,27.36296272277832
555,1148020.0,45.087913513183594,28.707590103149414
556,1148000.0,52.93547058105469,33.70415115356445
557,1147980.0,57.773353576660156,36.78444290161133
558,1147960.0,63.48612594604492,40.42177963256836
559,1147940.0,63.462711334228516,40.4068717956543
560,1147920.0,67.99958801269531,43.29551315307617
561,1147900.0,68.33616638183594,43.50981521606445
562,1147880.0,69.5752944946289,44.29876708984375
563,1147860.0,71.7291259765625,45.67012023925781
564,1147840.0,76.66886901855469,48.81526565551758
565,1147820.0,84.30965423583984,53.68017578125
566,1147800.0,89.06692504882812,56.70914077758789
567,1147780.0,99.85395812988281,63.5772705078125
568,1147760.0,110.04750061035156,70.0675277709961
569,1147740.0,123.63421630859375,78.71822357177734
570,1147720.0,130.01759338378906,82.78253936767578
571,1147700.0,127.04915618896484,80.89252471923828
572,1147680.0,101.02947998046875,64.32572937011719
573,1147660.0,80.59397888183594,51.31439208984375
574,1147640.0,71.77442932128906,45.6989631652832
575,1147620.0,85.16661071777344,54.225799560546875
576,1147600.0,94.64468383789062,60.26051330566406
577,1147580.0,96.44812774658203,61.40877151489258
578,1147560.0,91.29581451416016,58.12828063964844
579,1147540.0,82.86094665527344,52.75777816772461
580,1147520.0,76.85423278808594,48.93328857421875
