frameNumber,"TIME, ms","TDEP, 0.1 in","ETIM, s","LMVL, V","UMVL, V","CFLA,  ","OCD, ft","RCMD, V","RCPP, in","CMRT, h","RCNU,  ","DCFL,  ","DFS,  ","DZER,  ","RHMD, V","HMRT, h","RHV, V","RLSW,  ","MNU,  ","S1CY,  ","S2CY,  ","RSCU,  ","RSTS,  ","UCFL,  ","CARC, mA","CMDV, V","CMPP, in","CNU,  ","HMDV, V","HV, V","LSWI,  ","SCUR,  ","SSTA,  ","RCMP, psi","RHPP, psi","RRPP, psi","CMPR, psi","HPPR, psi","RPPV, psi","SMSC,  ","CMCU, mA","HMCU, mA","CMLP, in" 
654,16938460.0,852607.0,261.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.559744119644165,150.09609985351562,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.35000610351562,0.0,0.012164304964244366,20.0,625.4750366210938,150.09609985351562,0.0,24.0,0.0,14.695899963378906,230.0069122314453,1808.954345703125,14.695899963378906,230.0069122314453,1808.954345703125,192,-14.5,570.5,-0.908888041973114
655,16938860.0,852607.0,261.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.5598641633987427,150.87379455566406,0.0,24.0,25.0,29.0,25.0,0.0,128.0,210.5625,0.0,0.012164304964244366,20.0,625.4750366210938,150.87379455566406,0.0,25.0,0.0,14.695899963378906,206.08346557617188,1808.954345703125,14.695899963378906,206.08346557617188,1808.954345703125,192,-38.0,565.625,-0.908888041973114
656,16939260.0,852607.0,262.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,620.550048828125,1.5599807500839233,150.87379455566406,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.4375,0.0,0.012164304964244366,20.0,620.550048828125,150.87379455566406,0.0,24.0,0.0,14.695899963378906,206.08346557617188,1808.954345703125,14.695899963378906,206.08346557617188,1808.954345703125,192,-43.0,564.875,-0.908888041973114
657,16939660.0,852607.0,262.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.4736842215061188,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.560100793838501,150.09609985351562,0.0,24.0,25.0,29.0,22.0,0.0,128.0,210.1125030517578,0.0,0.026567166671156883,20.0,625.4750366210938,150.09609985351562,0.0,22.0,0.0,14.695899963378906,206.08346557617188,1808.954345703125,14.695899963378906,206.08346557617188,1808.954345703125,192,-50.5,563.875,-0.8932403326034546
658,16940060.0,852607.0,262.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.5602174997329712,150.09609985351562,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.52499389648438,0.0,0.012164304964244366,20.0,625.4750366210938,150.09609985351562,0.0,24.0,0.0,14.695899963378906,206.08346557617188,1808.954345703125,14.695899963378906,206.08346557617188,1808.954345703125,192,-51.5,563.75,-0.908888041973114
659,16940460.0,852607.0,263.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.4736842215061188,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.5603374242782593,150.09609985351562,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.3000030517578,0.0,0.026567166671156883,20.0,625.4750366210938,150.09609985351562,0.0,24.0,0.0,14.695899963378906,230.0069122314453,1785.0308837890625,14.695899963378906,230.0069122314453,1785.0308837890625,192,-53.0,562.625,-0.8932403326034546
660,16940860.0,852607.0,263.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.5604541301727295,150.09609985351562,0.0,24.0,25.0,29.0,26.0,0.0,128.0,209.9250030517578,0.0,0.012164304964244366,20.0,625.4750366210938,150.09609985351562,0.0,26.0,0.0,14.695899963378906,230.0069122314453,1785.0308837890625,14.695899963378906,230.0069122314453,1785.0308837890625,192,-51.5,562.875,-0.908888041973114
661,16941260.0,852607.0,264.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,20.0,0.0,210.0,0.0,625.4750366210938,1.5605746507644653,150.09609985351562,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.52499389648438,0.0,0.009969589300453663,20.0,625.4750366210938,150.09609985351562,0.0,24.0,0.0,14.695899963378906,205.17210388183594,1776.6007080078125,14.695899963378906,205.17210388183594,1776.6007080078125,192,-50.5,563.75,-0.9112607836723328
662,16941660.0,852607.0,264.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.560694694519043,150.87379455566406,0.0,24.0,25.0,29.0,23.0,0.0,128.0,210.41250610351562,0.0,0.012164304964244366,20.0,625.4750366210938,150.87379455566406,0.0,23.0,0.0,19.480588912963867,206.08346557617188,1785.0308837890625,19.480588912963867,206.08346557617188,1785.0308837890625,192,-42.0,568.0,-0.908888041973114
663,16942060.0,852607.0,264.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.5608114004135132,150.87379455566406,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.6875,0.0,0.012164304964244366,20.0,625.4750366210938,150.87379455566406,0.0,24.0,0.0,14.695899963378906,230.0069122314453,1785.0308837890625,14.695899963378906,230.0069122314453,1785.0308837890625,192,25.5,582.625,-0.908888041973114
664,16942460.0,852607.0,265.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.5608114004135132,150.87379455566406,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.6875,0.0,0.012164304964244366,20.0,625.4750366210938,150.87379455566406,0.0,24.0,0.0,14.695899963378906,230.0069122314453,1785.0308837890625,14.695899963378906,230.0069122314453,1785.0308837890625,192,25.5,582.625,-0.908888041973114
665,16942860.0,852607.0,265.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,20.0,0.0,210.0,0.0,625.4750366210938,1.5609313249588013,150.09609985351562,0.0,24.0,25.0,29.0,23.0,0.0,128.0,210.3874969482422,0.0,0.009969589300453663,20.0,625.4750366210938,150.09609985351562,0.0,23.0,0.0,14.695899963378906,228.98162841796875,1776.6007080078125,14.695899963378906,228.98162841796875,1776.6007080078125,192,98.5,594.25,-0.9112607836723328
666,16943260.0,852607.0,266.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.4736842215061188,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.5610480308532715,150.09609985351562,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.1875,0.0,0.026567166671156883,20.0,625.4750366210938,150.09609985351562,0.0,24.0,0.0,14.695899963378906,230.0069122314453,1785.0308837890625,14.695899963378906,230.0069122314453,1785.0308837890625,192,148.0,602.375,-0.8932403326034546
667,16943660.0,852607.0,266.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,20.0,0.0,210.0,0.0,625.4750366210938,1.5611680746078491,150.09609985351562,0.0,24.0,25.0,29.0,25.0,0.0,128.0,210.6125030517578,0.0,0.009969589300453663,20.0,625.4750366210938,150.09609985351562,0.0,25.0,0.0,14.695899963378906,157.5530548095703,1776.6007080078125,14.695899963378906,157.5530548095703,1776.6007080078125,192,133.0,598.25,-0.9112607836723328
668,16944060.0,852607.0,266.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.5612846612930298,150.09609985351562,0.0,24.0,25.0,29.0,23.0,0.0,128.0,210.3874969482422,0.0,0.012164304964244366,20.0,625.4750366210938,150.09609985351562,0.0,23.0,0.0,14.695899963378906,253.93035888671875,1761.107421875,14.695899963378906,253.93035888671875,1761.107421875,192,97.5,591.125,-0.908888041973114
669,16944460.0,852607.0,267.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,20.0,0.0,210.0,0.0,625.4750366210938,1.5614047050476074,150.09609985351562,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.08749389648438,0.0,0.009969589300453663,20.0,625.4750366210938,150.09609985351562,0.0,24.0,0.0,19.457805633544922,871.8388061523438,1776.6007080078125,19.457805633544922,871.8388061523438,1776.6007080078125,192,72.0,590.25,-0.9112607836723328
670,16944860.0,852607.0,267.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,620.550048828125,1.5615246295928955,150.09609985351562,0.0,24.0,25.0,29.0,25.0,0.0,128.0,210.66250610351562,0.0,0.012164304964244366,20.0,620.550048828125,150.09609985351562,0.0,25.0,0.0,14.695899963378906,1019.4805908203125,1785.0308837890625,14.695899963378906,1019.4805908203125,1785.0308837890625,192,43.0,584.5,-0.908888041973114
671,16945260.0,852607.0,268.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,20.0,0.0,210.0,0.0,620.550048828125,1.5616413354873657,150.09609985351562,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.39999389648438,0.0,0.009969589300453663,20.0,620.550048828125,150.09609985351562,0.0,24.0,0.0,14.695899963378906,943.267333984375,1776.6007080078125,14.695899963378906,943.267333984375,1776.6007080078125,192,35.0,582.875,-0.9112607836723328
672,16945660.0,852607.0,268.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,620.550048828125,1.5617613792419434,150.87379455566406,0.0,24.0,25.0,29.0,23.0,0.0,128.0,210.77499389648438,0.0,0.012164304964244366,20.0,620.550048828125,150.87379455566406,0.0,23.0,0.0,19.480588912963867,995.5571899414062,1761.107421875,19.480588912963867,995.5571899414062,1761.107421875,192,28.0,581.625,-0.908888041973114
673,16946060.0,852607.0,268.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,20.0,0.0,210.0,0.0,620.550048828125,1.561877965927124,150.09609985351562,0.0,24.0,25.0,29.0,23.0,0.0,128.0,210.60000610351562,0.0,0.009969589300453663,20.0,620.550048828125,150.09609985351562,0.0,23.0,0.0,14.695899963378906,990.8864135742188,1752.7911376953125,14.695899963378906,990.8864135742188,1752.7911376953125,192,12.0,579.0,-0.9112607836723328
674,16946460.0,852607.0,269.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.4714285731315613,0.6760918498039246,20.0,0.0,210.0,0.0,625.4750366210938,1.5619980096817017,150.09609985351562,0.0,24.0,25.0,29.0,24.0,0.0,128.0,210.3249969482422,0.0,0.024303851649165154,20.0,625.4750366210938,150.09609985351562,0.0,24.0,0.0,14.695899963378906,990.8864135742188,1752.7911376953125,14.695899963378906,990.8864135742188,1752.7911376953125,192,10.5,578.75,-0.8957080841064453
675,16946860.0,852607.0,269.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,20.0,0.0,209.0,0.0,625.4750366210938,1.5621147155761719,150.09609985351562,0.0,25.0,25.0,29.0,25.0,0.0,128.0,210.77499389648438,0.0,0.012164304964244366,20.0,625.4750366210938,150.09609985351562,0.0,25.0,0.0,19.480588912963867,995.5571899414062,1761.107421875,19.480588912963867,995.5571899414062,1761.107421875,192,-11.5,575.625,-0.908888041973114
676,16947260.0,852607.0,270.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,625.4750366210938,1.56223464012146,150.87379455566406,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.5749969482422,0.0,0.012164304964244366,21.0,625.4750366210938,150.87379455566406,0.0,24.0,0.0,19.480588912963867,971.6337280273438,1761.107421875,19.480588912963867,971.6337280273438,1761.107421875,192,-27.0,573.25,-0.908888041973114
677,16947660.0,852607.0,270.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.4736842215061188,0.6760918498039246,21.0,0.0,209.0,0.0,625.4750366210938,1.5623513460159302,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.1374969482422,0.0,0.026567166671156883,21.0,625.4750366210938,150.09609985351562,0.0,24.0,0.0,14.695899963378906,923.7868041992188,1761.107421875,14.695899963378906,923.7868041992188,1761.107421875,192,-36.5,570.75,-0.8932403326034546
678,16948060.0,852607.0,270.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,21.0,0.0,210.0,0.0,620.550048828125,1.5624713897705078,150.09609985351562,0.0,25.0,25.0,29.0,23.0,0.0,128.0,210.60000610351562,0.0,0.009969589300453663,21.0,620.550048828125,150.09609985351562,0.0,23.0,0.0,14.695899963378906,1705.172119140625,1776.6007080078125,14.695899963378906,1705.172119140625,1776.6007080078125,192,-12.5,578.125,-0.9112607836723328
679,16948460.0,852607.0,271.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,21.0,0.0,210.0,0.0,620.550048828125,1.562591314315796,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.5749969482422,0.0,0.009969589300453663,21.0,620.550048828125,150.09609985351562,0.0,24.0,0.0,14.695899963378906,2300.41015625,1990.8863525390625,14.695899963378906,2300.41015625,1990.8863525390625,192,54.5,596.75,-0.9112607836723328
680,16948860.0,852607.0,271.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,21.0,0.0,210.0,0.0,620.550048828125,1.562591314315796,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.5749969482422,0.0,0.009969589300453663,21.0,620.550048828125,150.09609985351562,0.0,24.0,0.0,14.695899963378906,2300.41015625,1990.8863525390625,14.695899963378906,2300.41015625,1990.8863525390625,192,54.5,596.75,-0.9112607836723328
681,16949260.0,852607.0,272.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,620.550048828125,1.5627080202102661,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.97500610351562,0.0,0.012164304964244366,21.0,620.550048828125,150.09609985351562,0.0,24.0,0.0,14.695899963378906,2909.4326171875,2765.89208984375,14.695899963378906,2909.4326171875,2765.89208984375,192,142.0,616.875,-0.908888041973114
682,16949660.0,852607.0,272.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,615.625,1.5628280639648438,150.09609985351562,0.0,25.0,25.0,29.0,25.0,0.0,128.0,211.1125030517578,0.0,0.012164304964244366,21.0,615.625,150.09609985351562,0.0,25.0,0.0,19.480588912963867,3507.518798828125,3363.97802734375,19.480588912963867,3507.518798828125,3363.97802734375,192,171.5,619.0,-0.908888041973114
683,16950060.0,852607.0,272.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,615.625,1.5629446506500244,150.09609985351562,0.0,25.0,25.0,29.0,25.0,0.0,128.0,210.5625,0.0,0.012164304964244366,21.0,615.625,150.09609985351562,0.0,25.0,0.0,19.480588912963867,4057.758056640625,3938.140869140625,19.480588912963867,4057.758056640625,3938.140869140625,192,139.0,615.5,-0.908888041973114
684,16950460.0,852607.0,273.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,21.0,0.0,210.0,0.0,615.625,1.563064694404602,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.83749389648438,0.0,0.009969589300453663,21.0,615.625,150.09609985351562,0.0,24.0,0.0,14.695899963378906,4109.93408203125,3990.88623046875,14.695899963378906,4109.93408203125,3990.88623046875,192,127.5,616.125,-0.9112607836723328
685,16950860.0,852607.0,273.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,615.625,1.5631814002990723,150.09609985351562,0.0,25.0,25.0,29.0,23.0,0.0,128.0,210.6125030517578,0.0,0.012164304964244366,21.0,615.625,150.09609985351562,0.0,23.0,0.0,14.695899963378906,4153.45166015625,4009.9111328125,14.695899963378906,4153.45166015625,4009.9111328125,192,128.0,616.75,-0.908888041973114
686,16951260.0,852607.0,274.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,615.625,1.5633013248443604,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.27499389648438,0.0,0.012164304964244366,21.0,615.625,150.09609985351562,0.0,24.0,0.0,14.695899963378906,4153.45166015625,4009.9111328125,14.695899963378906,4153.45166015625,4009.9111328125,192,143.0,619.25,-0.908888041973114
687,16951660.0,852607.0,274.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,21.0,0.0,210.0,0.0,610.7000122070312,1.5634219646453857,150.09609985351562,0.0,25.0,25.0,29.0,25.0,0.0,128.0,210.6750030517578,0.0,0.009969589300453663,21.0,610.7000122070312,150.09609985351562,0.0,25.0,0.0,14.695899963378906,4133.74365234375,3990.88623046875,14.695899963378906,4133.74365234375,3990.88623046875,192,150.5,620.375,-0.9112607836723328
688,16952060.0,852607.0,274.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,610.7000122070312,1.5635385513305664,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.5,0.0,0.012164304964244366,21.0,610.7000122070312,150.09609985351562,0.0,24.0,0.0,14.695899963378906,4177.375,4009.9111328125,14.695899963378906,4177.375,4009.9111328125,192,148.0,619.625,-0.908888041973114
689,16952460.0,852607.0,275.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,610.7000122070312,1.563658595085144,150.09609985351562,0.0,25.0,25.0,29.0,23.0,0.0,128.0,210.8125,0.0,0.012164304964244366,21.0,610.7000122070312,150.09609985351562,0.0,23.0,0.0,14.695899963378906,4177.375,4009.9111328125,14.695899963378906,4177.375,4009.9111328125,192,136.0,617.0,-0.908888041973114
690,16952860.0,852607.0,275.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,610.7000122070312,1.5637753009796143,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.6875,0.0,0.012164304964244366,21.0,610.7000122070312,150.09609985351562,0.0,24.0,0.0,14.695899963378906,4177.375,3985.987548828125,14.695899963378906,4177.375,3985.987548828125,192,133.5,616.25,-0.908888041973114
691,16953260.0,852607.0,276.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,615.625,1.5638952255249023,150.09609985351562,0.0,25.0,25.0,29.0,25.0,0.0,128.0,210.28750610351562,0.0,0.012164304964244366,21.0,615.625,150.09609985351562,0.0,25.0,0.0,19.480588912963867,4177.375,3985.987548828125,19.480588912963867,4177.375,3985.987548828125,192,126.0,614.25,-0.908888041973114
692,16953660.0,852607.0,276.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,615.625,1.5640119314193726,150.09609985351562,0.0,25.0,25.0,29.0,25.0,0.0,128.0,210.71249389648438,0.0,0.012164304964244366,21.0,615.625,150.09609985351562,0.0,25.0,0.0,14.695899963378906,4129.5283203125,3985.987548828125,14.695899963378906,4129.5283203125,3985.987548828125,192,129.0,614.75,-0.908888041973114
693,16954060.0,852607.0,276.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,21.0,0.0,210.0,0.0,615.625,1.5641318559646606,150.09609985351562,0.0,25.0,25.0,29.0,25.0,0.0,128.0,210.6125030517578,0.0,0.009969589300453663,21.0,615.625,150.09609985351562,0.0,25.0,0.0,14.695899963378906,4109.93408203125,3967.07666015625,14.695899963378906,4109.93408203125,3967.07666015625,192,130.5,614.5,-0.9112607836723328
694,16954460.0,852607.0,277.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,615.625,1.5642485618591309,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.3249969482422,0.0,0.012164304964244366,21.0,615.625,150.09609985351562,0.0,24.0,0.0,14.695899963378906,4129.5283203125,3985.987548828125,14.695899963378906,4129.5283203125,3985.987548828125,192,133.5,615.125,-0.908888041973114
695,16954860.0,852607.0,277.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,615.625,1.5643686056137085,150.09609985351562,0.0,25.0,25.0,29.0,23.0,0.0,128.0,210.6875,0.0,0.012164304964244366,21.0,615.625,150.09609985351562,0.0,23.0,0.0,14.695899963378906,4153.45166015625,3985.987548828125,14.695899963378906,4153.45166015625,3985.987548828125,192,131.5,615.625,-0.908888041973114
696,16955260.0,852607.0,278.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,615.625,1.5643686056137085,150.09609985351562,0.0,25.0,25.0,29.0,23.0,0.0,128.0,210.6875,0.0,0.012164304964244366,21.0,615.625,150.09609985351562,0.0,23.0,0.0,14.695899963378906,4153.45166015625,3985.987548828125,14.695899963378906,4153.45166015625,3985.987548828125,192,131.5,615.625,-0.908888041973114
697,16955660.0,852607.0,278.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,615.625,1.5644885301589966,150.09609985351562,0.0,25.0,25.0,29.0,23.0,0.0,128.0,210.46249389648438,0.0,0.012164304964244366,21.0,615.625,150.09609985351562,0.0,23.0,0.0,14.695899963378906,4153.45166015625,3985.987548828125,14.695899963378906,4153.45166015625,3985.987548828125,192,125.0,614.0,-0.908888041973114
698,16956060.0,852607.0,278.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,21.0,0.0,210.0,0.0,610.7000122070312,1.5646052360534668,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.08749389648438,0.0,0.009969589300453663,21.0,610.7000122070312,150.09609985351562,0.0,24.0,0.0,14.695899963378906,4157.552734375,3967.07666015625,14.695899963378906,4157.552734375,3967.07666015625,192,122.5,613.625,-0.9112607836723328
699,16956460.0,852607.0,279.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,610.7000122070312,1.5647252798080444,150.09609985351562,0.0,25.0,25.0,29.0,25.0,0.0,128.0,210.6750030517578,0.0,0.012164304964244366,21.0,610.7000122070312,150.09609985351562,0.0,25.0,0.0,14.695899963378906,4177.375,4009.9111328125,14.695899963378906,4177.375,4009.9111328125,192,123.0,613.625,-0.908888041973114
700,16956860.0,852607.0,279.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,21.0,0.0,210.0,0.0,610.7000122070312,1.564841866493225,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.47500610351562,0.0,0.009969589300453663,21.0,610.7000122070312,150.09609985351562,0.0,24.0,0.0,19.457805633544922,4157.552734375,3967.07666015625,19.457805633544922,4157.552734375,3967.07666015625,192,122.0,613.0,-0.9112607836723328
701,16957260.0,852607.0,280.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,132.97500610351562,1.564841866493225,150.09609985351562,0.0,25.0,25.0,29.0,23.0,0.0,128.0,210.21249389648438,0.0,0.012164304964244366,21.0,132.97500610351562,150.09609985351562,0.0,23.0,0.0,14.695899963378906,3962.064208984375,3722.829833984375,14.695899963378906,3962.064208984375,3722.829833984375,192,57.0,357.625,-0.908888041973114
702,16957660.0,852607.0,280.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,4.925000190734863,1.564841866493225,150.09609985351562,0.0,25.0,25.0,29.0,22.0,0.0,128.0,210.125,0.0,0.012164304964244366,21.0,4.925000190734863,150.09609985351562,0.0,22.0,0.0,14.695899963378906,3818.5234375,3603.212646484375,14.695899963378906,3818.5234375,3603.212646484375,192,53.5,189.625,-0.908888041973114
703,16958060.0,852607.0,280.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,4.925000190734863,1.564841866493225,150.09609985351562,0.0,25.0,25.0,29.0,23.0,0.0,128.0,209.8874969482422,0.0,0.012164304964244366,21.0,4.925000190734863,150.09609985351562,0.0,23.0,0.0,14.695899963378906,3770.6767578125,3531.442138671875,14.695899963378906,3770.6767578125,3531.442138671875,192,54.5,104.75,-0.908888041973114
704,16958460.0,852607.0,281.20098876953125,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,4.925000190734863,1.564841866493225,150.09609985351562,0.0,25.0,25.0,29.0,24.0,0.0,128.0,210.3249969482422,0.0,0.012164304964244366,21.0,4.925000190734863,150.09609985351562,0.0,24.0,0.0,14.695899963378906,3651.059326171875,3459.671875,14.695899963378906,3651.059326171875,3459.671875,192,56.0,48.625,-0.908888041973114
705,16958860.0,852607.0,281.60101318359375,585.0,635.0,18.0,7105.0498046875,0.0,0.4571428596973419,0.6760918498039246,21.0,0.0,210.0,0.0,0.0,1.564841866493225,150.09609985351562,0.0,25.0,25.0,29.0,25.0,0.0,128.0,210.3625030517578,0.0,0.009969589300453663,21.0,0.0,150.09609985351562,0.0,25.0,0.0,14.695899963378906,3586.124267578125,3395.648193359375,14.695899963378906,3586.124267578125,3395.648193359375,192,72.0,36.375,-0.9112607836723328
706,16959260.0,852607.0,282.0010070800781,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,0.0,1.564841866493225,150.87379455566406,0.0,25.0,25.0,29.0,25.0,0.0,128.0,210.0625,0.0,0.012164304964244366,21.0,0.0,150.87379455566406,0.0,25.0,0.0,14.695899963378906,3531.442138671875,3340.0546875,14.695899963378906,3531.442138671875,3340.0546875,192,67.0,26.75,-0.908888041973114
707,16959660.0,852607.0,282.4010009765625,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,0.0,1.564841866493225,150.09609985351562,0.0,25.0,25.0,29.0,23.0,0.0,128.0,210.3000030517578,0.0,0.012164304964244366,21.0,0.0,150.09609985351562,0.0,23.0,0.0,14.695899963378906,3483.59521484375,3292.207763671875,14.695899963378906,3483.59521484375,3292.207763671875,192,50.5,17.0,-0.908888041973114
708,16960060.0,852607.0,282.8009948730469,585.0,635.0,18.0,7105.0498046875,0.0,0.45933014154434204,0.6760918498039246,21.0,0.0,209.0,0.0,0.0,1.564841866493225,150.87379455566406,0.0,25.0,25.0,29.0,23.0,0.0,128.0,210.0124969482422,0.0,0.012164304964244366,21.0,0.0,150.87379455566406,0.0,23.0,0.0,14.695899963378906,3387.901611328125,3244.36083984375,14.695899963378906,3387.901611328125,3244.36083984375,192,50.0,15.375,-0.908888041973114
